sedol,citicode,full_description,ismininv_monthly,reg_saver,closed_fund,fund_name,aims,description,company_id,company_name,sector_id,sector_name,unit_type,full_description_with_unit_type,initial_charge,annual_charge,vantage_charge,net_annual_charge,initial_saving,annual_saving,holding_fee,loaded,linksedol_code,restrict_ot,payment_frequency,payment_type,Wealth150,trustee,assumed_growth,assumed_growth2,valuation_point,comment,tracker,yieldreduct,yieldreduct2,launch_price,launch_currency,num_holdings,icvc,sicav,plusfund,standard_amc,standard_ocf,total_expenses,charge_source,valuation_frequency,val_info,lsmininv,yield,kiid,kiid_url,running_yield,historic_yield,distribution_yield,underlying_yield,gross_yield,gross_running_yield,loyalty_bonus,reg_saver_min_inv,lump_sum_min_inv,renewal_commission,initial_commission,fund_size,risk_rating,other_expenses,cost_segment,update_time,ref_date,perf3m,perf6m,perf12m,perf36m,perf60m,perf120m,perf0t12m,perf12t24m,perf24t36m,perf36t48m,perf48t60m,perf3m_reinv,perf6m_reinv,perf12m_reinv,perf36m_reinv,perf60m_reinv,perf120m_reinv,perf0t12m_reinv,perf12t24m_reinv,perf24t36m_reinv,perf36t48m_reinv,perf48t60m_reinv,ter,is_unit_trust,is_oeic,isaable,sippable,unwrapable,launchdate,sales_only,bid_price,offer_price,price_change,percent_change,updated,investment_pathway
B815Z37,GOXL,Close Managed Growth (Class X),25.00,1,0,Close Asset Management (UK) Limited Managed Growth (Class X),The investment objective of the Close Managed Growth Fund is to generate capital growth over the medium term (i.e. more than 5 years).,Managed Growth (Class X),30,Close Asset Management (UK) Limited,115,Flexible Investment,Accumulation,Close Managed Growth (Class X) (Acc),0.00,1.01000,0.0000,1.01000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,29,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,46,0,0,,0.0000,1.01000,1.01,N/a,Daily,,100.00,1.06,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=b04a7640-cc80-4255-846b-525d6e99ed75&user=hl_website_documents,0.00,1.06,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,112.1,,0.510,3,2024-10-26 06:02:14,0000-00-00,2.4200,4.2300,18.6200,4.5000,36.1100,,18.6200,4.3000,-15.5300,17.4600,10.8900,,,,,,,,,,,,1.01,1,0,1,1,1,2011-10-17 00:00:00,N,360,360,0.00,0.00,2024-10-25,N
B80PQP7,GOXH,Close Managed Income (Class X),25.00,1,0,Close Asset Management (UK) Limited Managed Income (Class X),The investment objective of the Close Managed Income Fund is to provide income together with some capital growth over the medium term (i.e. more than 5 years).,Managed Income (Class X),30,Close Asset Management (UK) Limited,131,Mixed Investment 20-60% Shares,Accumulation,Close Managed Income (Class X) (Acc),0.00,1.04000,0.0000,1.04000,0.00,0.00000,0.000000,0,,0,Quarterly,Dividend,0,29,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,35,0,0,,0.0000,1.04000,1.04,N/a,Daily,,100.00,3.71,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=209d6b37-ae45-4082-9331-98f73c325fd5&user=hl_website_documents,0.00,3.71,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,84.2,,0.500,4,2024-10-26 06:02:14,0000-00-00,2.6300,4.6900,15.2300,6.7600,17.2200,,15.2300,1.7700,-8.9700,12.6900,-2.5600,,,,,,,,,,,,1.04,1,0,1,1,1,2011-10-17 00:00:00,N,265.5,265.5,0.30,0.11,2024-10-25,N
B8HFR79,GOXG,Close Managed Income (Class X),25.00,1,0,Close Asset Management (UK) Limited Managed Income (Class X),The investment objective of the Close Managed Income Fund is to provide income together with some capital growth over the medium term (i.e. more than 5 years).,Managed Income (Class X),30,Close Asset Management (UK) Limited,131,Mixed Investment 20-60% Shares,Income,Close Managed Income (Class X) (Inc),0.00,1.05000,0.0000,1.05000,0.00,0.00000,0.000000,0,,0,Quarterly,Dividend,0,29,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,35,0,0,,0.0000,1.05000,1.05,N/a,Daily,,100.00,3.81,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=4b99a660-3b7a-4f60-b257-c7517cae2bac&user=hl_website_documents,0.00,3.81,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,84.2,,0.500,4,2024-10-26 06:02:14,0000-00-00,2.6100,4.6900,15.1800,6.7000,17.1500,,15.1800,1.8100,-9.0100,12.7100,-2.5800,,,,,,,,,,,,1.05,1,0,1,1,1,2011-10-17 00:00:00,N,175.2,175.2,0.20,0.11,2024-10-25,N
BD6DSC1,OSLV,Close Select Fixed Income (Class X),25.00,1,0,Close Asset Management (UK) Limited Select Fixed Income (Class X),"The investment objective of the Fund is to generate income while maintaining its capital value over the medium term (i.e. more than 5 years). The Fund also seeks to maintain a weighted average carbon intensity (tonnes of Scope 1 and 2 CO2e per US$m of revenue) below a benchmark of the ICE BofA Global Corporate Index, targeting a level 50% below this benchmark by 2030 from 2019 baseline, and net zero by emissions by 2050.",Select Fixed Income (Class X),30,Close Asset Management (UK) Limited,152,GBP Strategic Bond,Accumulation,Close Select Fixed Income (Class X) (Acc),0.00,0.45000,0.0000,0.45000,0.00,0.00000,0.000000,0,,0,Monthly,Interest,0,29,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,56,0,0,,0.0000,0.45000,0.45,N/a,Daily,,100.00,4.03,0,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=b036f3ba-afa3-458d-b6cc-5c5d55d0d7ef&user=hl_website_documents,0.00,0.00,4.03,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,652.8,,-0.030,1,2024-10-26 06:02:41,0000-00-00,1.6400,4.4700,12.6400,6.0800,16.8900,,12.6400,8.9100,-13.5300,7.1600,2.8300,,,,,,,,,,,,0.45,1,0,1,1,1,2012-10-15 00:00:00,N,123.9,123.9,0.00,0.00,2024-10-25,N
BD6R7Y8,N2OK,Close Select Fixed Income (Class X),25.00,1,0,Close Asset Management (UK) Limited Select Fixed Income (Class X),"The investment objective of the Fund is to generate income while maintaining its capital value over the medium term (i.e. more than 5 years). The Fund also seeks to maintain a weighted average carbon intensity (tonnes of Scope 1 and 2 CO2e per US$m of revenue) below a benchmark of the ICE BofA Global Corporate Index, targeting a level 50% below this benchmark by 2030 from 2019 baseline, and net zero by emissions by 2050.",Select Fixed Income (Class X),30,Close Asset Management (UK) Limited,152,GBP Strategic Bond,Income,Close Select Fixed Income (Class X) (Inc),0.00,0.45000,0.0000,0.45000,0.00,0.00000,0.000000,0,,0,Monthly,Interest,0,29,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,56,0,0,,0.0000,0.45000,0.45,N/a,Daily,,100.00,4.03,0,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=70ef4c34-adc3-446e-ad53-c5a1a849b82f&user=hl_website_documents,0.00,0.00,4.03,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,652.8,,-0.030,1,2024-10-26 06:02:33,0000-00-00,1.6600,4.5300,12.7200,6.2200,17.0800,,12.7200,8.8700,-13.4400,7.1700,2.8600,,,,,,,,,,,,0.45,1,0,1,1,1,2012-10-15 00:00:00,N,97.45,97.45,0.03,0.03,2024-10-25,N
B7MTYH8,GOXT,Close Select Global Equity,25.00,1,0,Close Asset Management (UK) Limited Select Global Equity,"The Investment Objective of the Fund is to provide capital growth over the medium term (i.e. more than 5 years). The Fund also seeks to maintain a weighted average carbon intensity (tonnes of Scope 1 and 2 CO2e per US$m of revenue) below a benchmark of the MSCI All Countries World Index, targeting a level 50% below this benchmark by 2030 from 2019 baseline, and net zero by emissions by 2050.",Select Global Equity,30,Close Asset Management (UK) Limited,115,Flexible Investment,Accumulation,Close Select Global Equity (Acc),0.00,0.68000,0.0000,0.68000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,29,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,42,0,0,,0.0000,0.68000,0.68,N/a,Daily,,100.00,0.34,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=ddb6417f-b5d3-4a58-95ab-322513235561&user=hl_website_documents,0.00,0.34,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,15.8,,0.000,2,2024-10-26 06:02:14,0000-00-00,4.3300,4.1100,18.3800,,,,18.3800,,,,,,,,,,,,,,,,0.68,0,1,1,1,1,2008-07-14 00:00:00,N,250.59999999999997,250.59999999999997,-1.10,-0.44,2024-10-25,N
BLPK3Z7,WH7E,Close Sustainable Balanced Class X,25.00,1,0,Close Asset Management (UK) Limited Sustainable Balanced Class X,The investment objective of the Close Sustainable Balanced Portfolio Fund is to provide capital growth with some income over the medium term (i.e. more than 5 years).,Sustainable Balanced Class X,30,Close Asset Management (UK) Limited,107,Mixed Investment 40-85% Shares,Accumulation,Close Sustainable Balanced Class X (Acc),0.00,0.85000,0.0000,0.85000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,29,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,70,0,0,,0.0000,0.85000,0.85,N/a,Daily,,100.00,1.26,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=96e66e5b-4ebc-4265-b75c-8e0d680e1849&user=hl_website_documents,0.00,1.26,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,87.6,,0.020,3,2024-10-26 06:03:07,0000-00-00,3.2300,4.5300,16.6500,10.6500,,,16.6500,0.9400,-6.0300,,,,,,,,,,,,,,0.85,1,0,1,1,1,2020-11-02 00:00:00,,124.70000000000002,124.70000000000002,-0.50,-0.40,2024-10-25,N
B8HS8W0,GOXO,Close Tactical Select Passive Balanced (Class X),25.00,1,0,Close Asset Management (UK) Limited Tactical Select Passive Balanced (Class X),The investment objective of the Close Tactical Select Passive Balanced Fund is to generate capital growth with some income over the medium term (i.e. more than 5 years).,Tactical Select Passive Balanced (Class X),30,Close Asset Management (UK) Limited,107,Mixed Investment 40-85% Shares,Accumulation,Close Tactical Select Passive Balanced (Class X) (Acc),0.00,0.51000,0.0000,0.51000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,29,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,41,0,0,,0.0000,0.51000,0.51,N/a,Daily,,100.00,1.82,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=fdbb0c15-51c4-4b86-be00-acb8e266b564&user=hl_website_documents,0.00,1.82,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,505.9,,0.170,1,2024-10-26 06:02:14,0000-00-00,3.1300,5.0500,17.0800,10.9000,25.3100,,17.0800,4.6700,-9.5000,14.5000,-1.3100,,,,,,,,,,,,0.51,1,0,1,1,1,2011-10-17 00:00:00,N,372.3,372.3,-0.80,-0.21,2024-10-25,N
B7FHXB6,GOXM,Close Tactical Select Passive Conservative (Class,25.00,1,0,Close Asset Management (UK) Limited Tactical Select Passive Conservative (Class X),The investment objective of the Close Tactical Select Passive Conservative Fund is to deliver some capital growth with some income over the medium term (i.e. more than 5 years).,Tactical Select Passive Conservative (Class X),30,Close Asset Management (UK) Limited,131,Mixed Investment 20-60% Shares,Income,Close Tactical Select Passive Conservative (Class (Inc),0.00,0.49000,0.0000,0.49000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,29,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,41,0,0,,0.0000,0.49000,0.49,N/a,Daily,,100.00,1.98,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=5fe28bfd-4587-4054-b26a-6ac03a346a5d&user=hl_website_documents,0.00,1.98,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,249.1,,0.170,1,2024-10-26 06:02:14,0000-00-00,2.7800,4.7600,14.4900,5.8700,14.9600,,14.4900,3.7400,-10.8600,9.5200,-0.8600,,,,,,,,,,,,0.49,1,0,1,1,1,2011-10-17 00:00:00,N,247.00000000000003,247.00000000000003,-0.40,-0.16,2024-10-25,N
B88TGW8,GOXN,Close Tactical Select Passive Conservative (Class,25.00,1,0,Close Asset Management (UK) Limited Tactical Select Passive Conservative (Class X),The investment objective of the Close Tactical Select Passive Conservative Fund is to deliver some capital growth with some income over the medium term (i.e. more than 5 years).,Tactical Select Passive Conservative (Class X),30,Close Asset Management (UK) Limited,131,Mixed Investment 20-60% Shares,Accumulation,Close Tactical Select Passive Conservative (Class (Acc),0.00,0.49000,0.0000,0.49000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,29,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,41,0,0,,0.0000,0.49000,0.49,N/a,Daily,,100.00,1.98,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=6d112f0a-b1dd-4a4c-9075-ac66bc388659&user=hl_website_documents,0.00,1.98,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,249.1,,0.170,1,2024-10-26 06:02:14,0000-00-00,2.7600,4.7200,14.4200,5.8300,14.9300,,14.4200,3.7700,-10.8700,9.5400,-0.8600,,,,,,,,,,,,0.49,1,0,1,1,1,2011-10-17 00:00:00,N,308.59999999999997,308.59999999999997,-0.50,-0.16,2024-10-25,N
B7SG1Y9,GOXP,Close Tactical Select Passive Growth (Class X),25.00,1,0,Close Asset Management (UK) Limited Tactical Select Passive Growth (Class X),The investment objective of the Close Tactical Select Passive Growth Fund is to generate capital growth over the medium term (i.e. more than 5 years).,Tactical Select Passive Growth (Class X),30,Close Asset Management (UK) Limited,115,Flexible Investment,Accumulation,Close Tactical Select Passive Growth (Class X) (Acc),0.00,0.51000,0.0000,0.51000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,29,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,38,0,0,,0.0000,0.51000,0.51,N/a,Daily,,100.00,1.67,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=1687e297-6a74-46ba-b454-21f78bb1ba6f&user=hl_website_documents,0.00,1.67,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,161.9,,0.190,1,2024-10-26 06:02:14,0000-00-00,3.5100,5.8600,19.8000,14.6700,35.0900,,19.8000,5.4000,-9.1800,18.5600,-0.6400,,,,,,,,,,,,0.51,1,0,1,1,1,2011-10-17 00:00:00,N,421.2,421.2,-0.80,-0.19,2024-10-25,N
BN7DVM1,AS9ZM,Cohen & Steers Diversified Real Assets (Class W),25.00,1,0,Cohen & Steers Diversified Real Assets (Class W),To achieve total return over the long term and to mazimize real returns during inflationary environments,Diversified Real Assets (Class W),29182,Cohen & Steers,129,Specialist,Accumulation,Cohen & Steers Diversified Real Assets (Class W) (Acc),0.00,0.75000,0.0000,0.75000,0.00,0.00000,0.000000,0,,0,Quarterly,Dividend,0,0,0.00,0.00,09:30,,0,0.00,0.00,10.00,GBP,260,0,1,,0.0000,0.75000,0.75,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=1cd60ae9-41d5-45af-a399-f417ee15136b&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,378.4,,0.100,1,2024-10-26 06:01:53,0000-00-00,5.6700,4.2500,11.5100,19.8300,41.3500,,11.5100,-4.9700,13.0800,26.8700,-7.0200,,,,,,,,,,,,0.75,0,0,1,1,1,2018-05-31 00:00:00,N,1096.81,1096.81,0.14,0.01,2024-10-24,N
BN7DVN2,ARTF0,Cohen & Steers Diversified Real Assets (W Hedged),25.00,1,0,Cohen & Steers Diversified Real Assets (Class W Hedged),To achieve total return over the long term and to mazimize real returns during inflationary environments,Diversified Real Assets (Class W Hedged),29182,Cohen & Steers,129,Specialist,Accumulation,Cohen & Steers Diversified Real Assets (W Hedged) (Acc),0.00,0.75000,0.0000,0.75000,0.00,0.00000,0.000000,0,,0,Quarterly,Dividend,0,0,0.00,0.00,09:30,,0,0.00,0.00,10.00,GBP,260,0,1,,0.0000,0.75000,0.75,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=575c65aa-9530-43dc-b272-c21107e39a89&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,378.4,,0.100,1,2024-10-26 06:01:53,0000-00-00,6.2000,7.9100,18.2500,9.1300,,,18.2500,-0.6300,-7.1300,,,,,,,,,,,,,,0.75,0,0,1,1,1,2018-05-31 00:00:00,N,1120.05,1120.05,1.10,0.10,2024-10-24,N
BMWPPL2,U4ZJ,Cohen & Steers European Real Estate Securities,25.00,1,0,Cohen & Steers European Real Estate Securities (Class FX Hedged),"Investment objective of total return, components of which are current income and capital appreciation",European Real Estate Securities (Class FX Hedged),29182,Cohen & Steers,108,Property,Accumulation,Cohen & Steers European Real Estate Securities (Acc),0.00,0.65000,0.0000,0.65000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,0,0.00,0.00,11:00,,0,0.00,0.00,10.00,GBP,31,0,1,,0.0000,0.65000,0.65,N/a,Daily,,100.00,3.97,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=35434ddf-8b07-44fc-8f50-cd6447228cec&user=hl_website_documents,0.00,3.97,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,105.3,,0.200,1,2024-10-26 06:03:03,0000-00-00,3.7200,11.1500,38.2000,-11.1700,,,38.2000,-5.9400,-31.6700,,,,,,,,,,,,,,0.65,0,0,1,1,1,0000-00-00 00:00:00,N,1007.18,1007.18,1.23,0.12,2024-10-24,N
BMWPPN4,L42M,Cohen & Steers European Real Estate Securities,25.00,1,0,Cohen & Steers European Real Estate Securities (Class FX),"Investment objective of total return, components of which are current income and capital appreciation",European Real Estate Securities (Class FX),29182,Cohen & Steers,108,Property,Accumulation,Cohen & Steers European Real Estate Securities (Acc),0.00,0.65000,0.0000,0.65000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,0,0.00,0.00,11:00,,0,0.00,0.00,10.00,GBP,31,0,1,,0.0000,0.65000,0.65,N/a,Daily,,100.00,3.97,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=b46e06cf-522f-4bac-bab3-5daeb572ee2a&user=hl_website_documents,0.00,3.97,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,105.3,,0.200,1,2024-10-26 06:02:26,0000-00-00,2.2100,7.3100,30.5200,-15.1600,5.0800,,30.5200,-6.9600,-30.1300,23.1000,0.6100,,,,,,,,,,,,0.65,0,0,1,1,1,0000-00-00 00:00:00,N,939.9800000000001,939.9800000000001,2.17,0.23,2024-10-24,N
BDVK3Y4,DPRL,Cohen & Steers Global Listed Infrastructure (F),25.00,1,0,Cohen & Steers Global Listed Infrastructure (Class F),"Investment objective of total return, components of which are current income and capital appreciation",Global Listed Infrastructure (Class F),29182,Cohen & Steers,48,Unclassified,Income,Cohen & Steers Global Listed Infrastructure (F) (Inc),0.00,0.55000,0.0000,0.55000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,0,0.00,0.00,11:00,,0,0.00,0.00,10.00,GBP,51,0,1,,0.0000,0.55000,0.55,N/a,Daily,,100.00,2.32,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=8741204c-cef2-4790-b13b-937ab6c39ca4&user=hl_website_documents,0.00,2.32,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,37.4,,0.150,6,2024-10-26 06:02:02,0000-00-00,8.8500,12.4800,25.5000,25.7900,35.4700,,25.5000,-7.3300,8.1700,11.2100,-3.1600,,,,,,,,,,,,0.55,0,0,1,1,1,0000-00-00 00:00:00,N,1290.13,1290.13,-5.56,-0.43,2024-10-24,N
BMWPPZ6,T4AQ,Cohen & Steers Global Preferred Securities (WX),25.00,1,0,Cohen & Steers Global Preferred Securities (Class WX),"Investment objective of total return, components of which are current income and capital appreciation",Global Preferred Securities (Class WX),29182,Cohen & Steers,129,Specialist,Accumulation,Cohen & Steers Global Preferred Securities (WX) (Acc),0.00,0.65000,0.0000,0.65000,0.00,0.00000,0.000000,0,,0,Quarterly,Dividend,0,0,0.00,0.00,11:00,,0,0.00,0.00,10.00,GBP,217,0,1,,0.0000,0.65000,0.65,N/a,Daily,,100.00,6.60,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=7aeec78f-4a15-49a8-bc98-0c0a9a59739f&user=hl_website_documents,0.00,6.60,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,292.2,,0.100,1,2024-10-26 06:03:01,0000-00-00,3.8800,7.7200,19.4400,4.3200,17.3000,,19.4400,4.1200,-16.1100,6.8100,5.2700,,,,,,,,,,,,0.65,0,0,1,1,1,0000-00-00 00:00:00,N,1067.92,1067.92,0.09,0.01,2024-10-24,N
BMWPPV2,H6GQ,Cohen & Steers Global Real Estate Securities,25.00,1,0,Cohen & Steers Global Real Estate Securities (Class FX),"Investment objective of total return, components of which are current income and capital appreciation",Global Real Estate Securities (Class FX),29182,Cohen & Steers,108,Property,Accumulation,Cohen & Steers Global Real Estate Securities (Acc),0.00,0.65000,0.0000,0.65000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,0,0.00,0.00,11:00,,0,0.00,0.00,10.00,GBP,76,0,1,,0.0000,0.65000,0.65,N/a,Daily,,100.00,3.76,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=307c24a6-487c-4b4b-9f83-0b992eed0920&user=hl_website_documents,0.00,3.76,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,75.2,,0.200,1,2024-10-26 06:02:16,0000-00-00,8.3600,13.0800,24.6300,1.0500,11.9700,,24.6300,-9.2300,-10.6700,27.2800,-12.9400,,,,,,,,,,,,0.65,0,0,1,1,1,2006-04-28 00:00:00,N,1106.25,1106.25,-2.31,-0.21,2024-10-24,N
BGPZCP0,QDK3,Comgest Growth America (Class U),25.00,1,0,Comgest Asset Management International Limited Growth America (Class U),,Growth America (Class U),29036,Comgest Asset Management International Limited,110,North America,Accumulation,Comgest Growth America (Class U) (Acc),0.00,0.80000,0.0000,0.80000,0.00,0.00000,0.000000,0,,0,N/a,Dividend,0,0,0.00,0.00,23:59,,0,0.00,0.00,0.00,,0,0,0,N,0.0000,0.80000,0.80,N/a,Daily,,0.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=437eb46a-7b8e-4b3f-9cf0-77b3b3bd9ed7&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,0.00,0.000,0.000,0.0,,0.050,3,2024-10-26 06:02:51,0000-00-00,5.4300,9.8500,26.6200,38.5800,109.9700,,26.6200,11.7900,-2.1000,26.2300,20.0400,,,,,,,,,,,,0.80,0,0,1,1,1,0000-00-00 00:00:00,N,4695,4695,-15.00,-0.32,2024-10-24,N
BK5X478,U18D,Comgest Growth Europe (Class U),25.00,1,0,Comgest Asset Management International Limited Growth Europe (Class U),Above-average returns at below-average levels of risk.,Growth Europe (Class U),29036,Comgest Asset Management International Limited,102,Europe Including UK,Accumulation,Comgest Growth Europe (Class U) (Acc),0.00,1.06000,0.0000,1.06000,0.00,0.00000,0.000000,0,,0,N/a,No income,0,0,0.00,0.00,23:59,,0,0.00,0.00,10.00,EUR,37,0,0,,0.0000,1.06000,1.06,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=4c6c6ce6-4843-4954-9215-cbea343d70a7&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,6320.0,,0.060,5,2024-10-26 06:03:03,0000-00-00,0.1800,-3.3400,15.4600,9.5100,59.3700,,15.4600,9.1600,-13.1100,26.5200,15.0200,,,,,,,,,,,,1.06,0,1,1,1,1,2000-05-15 00:00:00,N,1128,1128,-5.00,-0.44,2024-10-24,N
BK5X4B2,QYU0,Comgest Growth Europe ex UK (Class SU),25.00,1,0,Comgest Asset Management International Limited Growth Europe ex UK (Class SU),Above-average returns at below-average levels of risk.,Growth Europe ex UK (Class SU),29036,Comgest Asset Management International Limited,111,Europe Excluding UK,Income,Comgest Growth Europe ex UK (Class SU) (Inc),0.00,0.97000,0.0000,0.97000,0.00,0.00000,0.000000,0,,0,Annually,Dividend,0,0,0.00,0.00,23:59,,0,0.00,0.00,10.00,GBP,34,0,0,,0.0000,0.97000,0.97,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=287a05ed-33e1-4aca-9fcc-f42bbd9f14f0&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,339.2,,0.120,5,2024-10-26 06:02:56,0000-00-00,0.1000,-4.6200,13.1500,5.4500,,,13.1500,9.7200,-15.0700,26.9600,,,,,,,,,,,,,0.97,0,1,1,1,1,2014-12-18 00:00:00,N,2919,2919,-12.00,-0.41,2024-10-24,N
BQ1YBM1,MWZJ,Comgest Growth Europe ex UK (Class SU),25.00,1,0,Comgest Asset Management International Limited Growth Europe ex UK (Class SU),Above-average returns at below-average levels of risk.,Growth Europe ex UK (Class SU),29036,Comgest Asset Management International Limited,111,Europe Excluding UK,Accumulation,Comgest Growth Europe ex UK (Class SU) (Acc),0.00,0.97000,0.0000,0.97000,0.00,0.00000,0.000000,0,,0,Annually,Dividend,0,0,0.00,0.00,23:59,,0,0.00,0.00,10.00,GBP,34,0,0,,0.0000,0.97000,0.97,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=57fcbe9e-d70c-48cf-bdb6-94b3e5981a3e&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,339.2,,0.120,5,2024-10-26 06:02:32,0000-00-00,0.1000,-4.6000,13.1500,5.4800,57.9900,,13.1500,9.7600,-15.0700,26.9600,17.9800,,,,,,,,,,,,0.97,0,1,1,1,1,2014-12-18 00:00:00,N,2926,2926,-12.00,-0.41,2024-10-24,N
